train_accuracy,test_accuracy,precision,recall,f1,roc_auc,samples,timestamp,iot_records,historical_records
1.0,0.9922480620155039,0.9130434782608695,1.0,0.9545454545454546,0.9997990757484427,1286,2026-07-05T16:24:24.297911,0,30725
1.0,0.9922480620155039,0.9130434782608695,1.0,0.9545454545454546,0.9997990757484427,1286,2026-07-05T16:30:38.432973,0,30725
1.0,0.9922480620155039,0.9130434782608695,1.0,0.9545454545454546,0.9997990757484427,1286,2026-07-05T16:37:37.828334,0,30725
1.0,0.9922480620155039,0.9130434782608695,1.0,0.9545454545454546,0.9997990757484427,1286,2026-07-05T16:49:42.491177,0,30725
